Country,First Name,Last Name,ID,Birth Date,Death Date,Place of Birth,Start Mandate,End Mandate,URL,First Paragraph
fr,René,Coty,Q158768,1882-03-20,1962-11-22,Le Havre,1954-01-16,1959-01-08,https://fr.wikipedia.org/wiki/Ren%C3%A9_Coty,"René Coty, né le 20 mars 1882 au Havre et mort le 22 novembre 1962 dans la même ville, est un homme d'État français. Il est président de la République du 16 janvier 1954 au 8 janvier 1959."
fr,Vincent,Auriol,Q158772,1884-08-27,1966-01-01,Revel,1947-01-16,1954-01-16,https://fr.wikipedia.org/wiki/Vincent_Auriol,"Vincent Auriol, né le 27 août 1884 à Revel (Haute-Garonne) et mort le 1er janvier 1966 à Paris, est un homme d'État français. Il est président de la République du 16 janvier 1947 au 16 janvier 1954."
fr,Patrice,de Mac Mahon,Q158838,1808-06-13,1893-10-17,Sully,1873-05-24,1879-01-30,https://fr.wikipedia.org/wiki/Patrice_de_Mac_Mahon,"Patrice de Mac Mahon, comte de Mac Mahon, 1er duc de Magenta, maréchal de France, né le 13 juin 1808 au château de Sully (Saône-et-Loire) et mort le 17 octobre 1893 à Montcresson (Loiret), est un militaire et homme d’État français, président de la République du 24 mai 1873 au 30 janvier 1879."
fr,Émile,Loubet,Q169502,1838-12-31,1929-12-20,Marsanne,1899-02-18,1906-02-18,https://fr.wikipedia.org/wiki/%C3%89mile_Loubet,"Émile Loubet, né le 30 décembre 1838 à Marsanne (Drôme) et mort le 20 décembre 1929 à Montélimar (Drôme), est un homme d'État français. Il est président de la République française du 18 février 1899 au 18 février 1906."
fr,Raymond,Poincaré,Q191974,1860-08-20,1934-10-15,Bar-le-Duc,1913-02-18,1920-02-18,https://fr.wikipedia.org/wiki/Raymond_Poincar%C3%A9,"Raymond Poincaré, du nom complet Raymond Nicolas Landry Poincaré, est né le 20 août 1860 à Bar-le-Duc (Meuse) et mort le 15 octobre 1934 à Paris, est un avocat et homme d'État français. Il est le président de la République française du 18 février 1913 au 18 février 1920."
fr,Marie,Carnot,Q215778,1837-08-11,1894-06-25,Limoges,1887-12-03,1894-06-25,https://fr.wikipedia.org/wiki/Sadi_Carnot_(homme_d%27%C3%89tat),"Marie François Sadi Carnot, plus souvent appelé Sadi Carnot, est un homme d'État français, né le 11 août 1837 à Limoges et mort assassiné le 25 juin 1894 à Lyon. Il est président de la République du 3 décembre 1887 à sa mort."
fr,Alexandre,Millerand,Q274540,1859-02-10,1943-04-06,Paris,1920-09-23,1924-06-11,https://fr.wikipedia.org/wiki/Alexandre_Millerand,"Alexandre Millerand, né le 10 février 1859 à Paris et mort le 6 avril 1943 à Versailles, est un homme d'État français. Il est président du Conseil du 20 janvier au 23 septembre 1920, puis président de la République du 23 septembre 1920 au 11 juin 1924."
fr,Gaston,Doumergue,Q296064,1863-08-01,1937-06-18,Aigues-Vives,1924-06-13,1931-06-13,https://fr.wikipedia.org/wiki/Gaston_Doumergue,"Gaston Doumergue, né le 1er août 1863 à Aigues-Vives (Gard) et mort le 18 juin 1937 dans la même ville, est un homme d'État français. Il est président de la République française du 13 juin 1924 au 13 juin 1931."
fr,Félix,Faure,Q296076,1841-01-30,1899-02-16,Paris,1895-01-17,1899-02-16,https://fr.wikipedia.org/wiki/F%C3%A9lix_Faure,"Félix Faure, né le 30 janvier 1841 à Paris et mort le 16 février 1899 dans la même ville, est un homme d'État français. Il est président de la République du 17 janvier 1895 à sa mort."
fr,Jules,Grévy,Q296083,1807-08-15,1891-09-09,Mont-sous-Vaudrey,1879-01-30,1887-12-02,https://fr.wikipedia.org/wiki/Jules_Gr%C3%A9vy,"François Judith Paul Grévy, né le 15 août 1807 à Mont-sous-Vaudrey et mort le 9 septembre 1891 dans la même commune, est un homme d'État français, président de la République du 30 janvier 1879 au 2 décembre 1887."
fr,Clément,Fallières,Q296673,1841-11-06,1931-06-22,Mézin,1906-02-18,1913-02-18,https://fr.wikipedia.org/wiki/Armand_Falli%C3%A8res,"Armand Fallières, né le 6 novembre 1841 à Mézin (Lot-et-Garonne) et mort le 22 juin 1931 à Villeneuve-de-Mézin (Lot-et-Garonne), est un homme d'État français, président de la République française de 1906 à 1913."
fr,Paul,Deschanel,Q309995,1855-02-13,1922-04-28,Schaerbeek - Schaarbeek,1920-02-18,1920-09-21,https://fr.wikipedia.org/wiki/Paul_Deschanel,"Paul Deschanel, né le 13 février 1855 à Schaerbeek (Belgique) et mort le 28 avril 1922 à Paris (France), est un homme d'État, journaliste et écrivain français, président de la République du 18 février au 21 septembre 1920."
fr,Georges,Bidault,Q312026,1899-10-05,1983-01-27,Moulins,1946-06-24,1946-10-14,https://fr.wikipedia.org/wiki/Georges_Bidault,"Georges Bidault, né le 5 octobre 1899 à Moulins (Allier) et mort le 27 janvier 1983 à Cambo-les-Bains (Pyrénées-Atlantiques), est un résistant et un homme d'État français."
fr,Jean,Casimir-Perier,Q315656,1847-11-08,1907-03-11,Paris,1894-06-27,1895-01-16,https://fr.wikipedia.org/wiki/Jean_Casimir-Perier,"Jean Casimir-Perier, né le 8 novembre 1847 à Paris et mort le 11 mars 1907 dans la même ville, est un homme d'État français. Il est président de la République française du 27 juin 1894 au 16 janvier 1895."
fr,Charles,Dupuy,Q356032,1851-11-05,1923-07-23,Le Puy-en-Velay,1894-06-25,1894-06-27,https://fr.wikipedia.org/wiki/Charles_Dupuy,"Charles Dupuy, né le 5 novembre 1851 au Puy-en-Velay et mort le 23 juillet 1923 à Ille-sur-Têt, est un homme d'État français. Il occupe à plusieurs reprises la fonction de président du Conseil sous la IIIe République, entre 1893 et 1899. Il est également président de la Chambre des députés de 1893 à 1894."
fr,Louis,Cavaignac,Q379702,1802-10-15,1857-10-28,Paris,1848-06-28,1848-12-20,https://fr.wikipedia.org/wiki/Eug%C3%A8ne_Cavaignac,"Louis Eugène Cavaignac, connu aussi sous le nom de général Cavaignac, né le 23 vendémiaire an XI (15 octobre 1802) à Paris et mort le 28 octobre 1857 dans son château d'Ourne à Flée, est un général et homme d'État français. "
fr,Louis,None,Q441235,1815-03-12,1896-10-07,Le Palais,1870-09-04,1871-01-22,https://fr.wikipedia.org/wiki/Louis_Jules_Trochu,"Louis-Jules Trochu, né au Palais à Belle-Île-en-Mer (Morbihan) le 12 mars 1815 et mort à Tours (Indre-et-Loire) le 7 octobre 1896, est un général de division et homme d'État français sous le Second Empire. Élève de Saint-Cyr et de l'École d'application du Corps royal d'état-major, gouverneur de Paris, il prend le pouvoir à la suite de la proclamation de la République en 1870, et met en place un gouvernement de la Défense nationale le 4 septembre 1870. Il quitte le pouvoir le 17 février 1871 et met fin à son gouvernement après avoir tenté de poursuivre la guerre franco-allemande."
fr,Frédéric,None,Q459212,1874-03-16,1958-05-20,Paris,1924-06-11,1924-06-13,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Fran%C3%A7ois-Marsal,"Frédéric François-Marsal, né le 16 mars 1874 à Paris et mort le 20 mai 1958 à Gisors, est un homme d'affaires et un homme politique français de la droite républicaine, dont la carrière politique a culminé avec son bref passage à la présidence du Conseil en 1924."
fr,Emmanuel,Macron,Q3052772,1977-12-21,,Amiens,2017-05-14,,https://fr.wikipedia.org/wiki/Emmanuel_Macron,"Emmanuel Macron , né le 21 décembre 1977 à Amiens (Somme), est un haut fonctionnaire et homme d'État français. Il est président de la République française depuis le 14 mai 2017."
be,Guy,Verhofstadt,Q12978,1953-04-11,,Dendermonde,1999-07-12,2008-03-20,https://nl.wikipedia.org/wiki/Guy_Verhofstadt,"Guy Maurice Marie-Louise Verhofstadt  (Dendermonde, 11 april 1953) is een Belgisch politicus voor de Open Vlaamse Liberalen en Democraten (Open Vld). Hij was premier van België van 12 juli 1999 tot 20 maart 2008 in drie regeringen. Nu is hij lid van het Europees Parlement, waar hij van 2009 tot 2019 fractieleider van de Alliantie van Liberalen en Democraten voor Europa (ALDE) was."
be,Yves,Leterme,Q12981,1960-10-06,,Wervik,2009-11-25,2011-12-06,https://nl.wikipedia.org/wiki/Yves_Leterme,"Yves Camille Désiré Leterme (Wervik, 6 oktober 1960) is een Belgisch politicus. Hij was onder meer Vlaams minister-president en premier van België. Hij was lang boegbeeld van de CD&V en boegbeeld van het toenmalige kartel CD&V/N-VA."
be,Herman,None,Q12983,1947-10-31,,Etterbeek,2008-12-30,2009-11-25,https://nl.wikipedia.org/wiki/Herman_Van_Rompuy,"Herman Achille graaf Van Rompuy (Etterbeek, 31 oktober 1947) is een Belgische politicus van de christendemocratische partij CD&V. Hij was tussen 30 december 2008 en 25 november 2009 de premier van België en van 1 januari 2010 tot en met 30 november 2014 voorzitter van de Europese Raad, in de media vaak incorrect 'president van Europa' genoemd. Op 19 november 2009 werd bekendgemaakt dat hij was verkozen tot de eerste permanente voorzitter en op 1 maart 2012 werd Van Rompuy met algemene stemmen door de 27 staatshoofden en regeringsleiders van de EU voor een tweede mandaat benoemd. Na deze termijn was hij niet meer herkiesbaar."
be,Léon,Delacroix,Q14989,1867-12-27,1929-10-15,Saint-Josse-ten-Noode,1918-11-21,1920-11-20,https://nl.wikipedia.org/wiki/L%C3%A9on_Delacroix,"Léon Fréderic Gustave Delacroix (Sint-Joost-ten-Node, 27 december 1867 – Baden-Baden, 15 oktober 1929) was een Belgisch katholiek politicus. De Léon Delacroixstraat in Anderlecht en het metrostation Delacroix werden naar hem vernoemd."
be,Henry,Carton,Q14990,1869-01-31,1951-05-06,Brussels,1920-11-20,1921-12-16,https://nl.wikipedia.org/wiki/Henri_Carton_de_Wiart,"Henri Victor Marie Ghislain graaf Carton de Wiart (Brussel, 31 januari 1869 – Ukkel, 6 mei 1951) (ook als ""Henry"" vermeld) was een Belgische politicus. Hij was Eerste Minister van 1920 tot 1921."
be,Georges,Theunis,Q14991,1873-02-28,1966-01-04,Montegnée,1934-11-20,1935-03-25,https://nl.wikipedia.org/wiki/Georges_Theunis,"Georges Emile Pierre Léonard Theunis (Montegnée, 28 februari 1873 – Brussel, 4 januari 1966) was een Belgisch politicus van de Katholieke Partij."
be,Aloïs,Van de Vyvere,Q14992,1871-06-08,1961-10-22,Tielt,1925-05-13,1925-06-17,https://nl.wikipedia.org/wiki/Aloys_Van_de_Vyvere,"Aloys Jean Maria Joseph Van de Vyvere (Tielt, 8 juni 1871 - Parijs, 22 oktober 1961) was een Belgisch katholiek volksvertegenwoordiger en minister."
be,Prosper,Poullet,Q14993,1868-03-05,1937-12-03,Leuven,1925-06-17,1926-05-20,https://nl.wikipedia.org/wiki/Prosper_Poullet,"Prosper Antoine Marie Joseph burggraaf Poullet (Leuven, 5 maart 1868 - 3 december 1937) was een Belgisch politicus."
be,Henri,Jaspar,Q14994,1870-07-28,1939-02-15,Schaerbeek - Schaarbeek,1926-05-20,1931-06-06,https://nl.wikipedia.org/wiki/Henri_Jaspar,"Henri Jaspar (Schaarbeek, 28 juli 1870 - Sint-Gillis, 15 februari 1939) was een Belgisch katholiek politicus, die twee keer premier van België was."
be,Jules,None,Q14995,1862-12-03,1934-07-15,Ixelles - Elsene,1931-06-06,1932-10-22,https://nl.wikipedia.org/wiki/Jules_Renkin,"Jules Laurent Jean Louis Renkin (Elsene, 3 december 1862 - Brussel, 15 juli 1934) was een Belgisch katholiek politicus."
be,Paul,Van Zeeland,Q14996,1893-11-11,1973-09-22,Soignies,1935-03-25,1937-11-24,https://nl.wikipedia.org/wiki/Paul_van_Zeeland,"Paul Guillaume van Zeeland (Zinnik, 11 november 1893 – Brussel, 22 september 1973) was een Belgisch advocaat, econoom, katholiek politicus en staatsman."
be,Achille,Van Acker,Q14997,1898-04-08,1975-07-10,Bruges,1954-04-23,1958-06-26,https://nl.wikipedia.org/wiki/Achiel_Van_Acker,"Achille Honoré (Achiel) Van Acker (Brugge, 8 april 1898 – aldaar, 10 juli 1975) was een Belgisch socialistisch politicus. Hij was viermaal premier van België."
be,Camille,Huysmans,Q14998,1871-05-26,1968-02-25,Bilzen,1946-08-03,1947-03-20,https://nl.wikipedia.org/wiki/Camille_Huysmans,"Jean Joseph Camille Huysmans (ook Kamiel Huysmans genoemd (Bilzen, 26 mei 1871 - Antwerpen, 25 februari 1968), geboren als Camiel Hansen, was een Belgisch journalist en socialistisch politicus voor de BWP / BSP."
be,Gaston,Eyskens,Q14999,1905-04-01,1988-01-03,Lier,1968-07-17,1973-01-26,https://nl.wikipedia.org/wiki/Gaston_Eyskens,"Gaston François Marie burggraaf Eyskens (Lier, 1 april 1905 – Leuven, 3 januari 1988) was drie maal christendemocratisch eerste minister van België in de periode tussen 1949 en 1973. Hij was de eerste Belgische regeringsleider die geboren was in de 20e eeuw."
be,Leo,Tindemans,Q15002,1922-04-16,2014-12-26,Zwijndrecht,1974-04-25,1978-10-20,https://nl.wikipedia.org/wiki/Leo_Tindemans,"Leonard Clemence (Leo) Tindemans (Zwijndrecht, 16 april 1922 – Edegem, 26 december 2014) was een Belgisch politicus voor de CVP  en minister van staat. Hij was eerste minister van twee regeringen in België (periode van 25 april 1974 tot 20 oktober 1978) en behaalde het grootste aantal voorkeurstemmen in de Belgische geschiedenis bij de Europese verkiezingen van 1979. Daardoor kreeg hij de bijnaam ""de man van 1 miljoen stemmen""."
be,Elio,Di Rupo,Q15048,1951-07-18,,Morlanwelz,2011-12-06,2014-10-11,https://nl.wikipedia.org/wiki/Elio_Di_Rupo,"Elio Di Rupo (Morlanwelz, 18 juli 1951) is een Belgische politicus voor de Parti Socialiste (PS). Van 6 december 2011 tot 11 oktober 2014 was hij premier van België en werd meermaals minister en minister-president van de Waalse Regering."
be,Jean-Luc,Dehaene,Q15056,1940-08-07,2014-05-15,Montpellier,1992-03-07,1999-07-12,https://nl.wikipedia.org/wiki/Jean-Luc_Dehaene,"Jean Luc Joseph Marie Dehaene (Montpellier, 7 augustus 1940 – Quimper, 15 mei 2014) was van 1992 tot 1999 premier van België. Hij was lid van de toenmalige CVP (nu CD&V). Onder zijn regering werd België een volwaardige federale staat. Dehaene leidde twee coalitieregeringen met de socialisten en bekleedde verschillende ministerposten voor hij in 1992 eerste minister werd. Van 2000 tot 2007 was hij burgemeester van Vilvoorde. In 2002 werd hij voorgedragen als vicevoorzitter van de Europese Conventie."
be,Frans,Schollaert,Q15956,1851-08-19,1917-06-29,Wilsele,1908-01-09,1911-06-17,https://nl.wikipedia.org/wiki/Frans_Schollaert,"François Victor Marie Ghislain (Frans) Schollaert (Wilsele, 19 augustus 1851 - Sainte-Adresse, 25 juni 1917) was een Belgisch katholiek politicus."
be,Pieter,Decker,Q143202,1812-01-25,1891-01-04,Zele,1855-03-30,1857-11-09,https://nl.wikipedia.org/wiki/Pieter_de_Decker,"Pierre Jacques François (Pieter) de Decker (Zele, 25 januari 1812 - Schaarbeek, 4 januari 1891) was een Belgisch politicus en auteur."
be,Paul-Henri,Spaak,Q155691,1899-01-25,1972-07-31,Schaerbeek - Schaarbeek,1947-03-20,1949-08-11,https://nl.wikipedia.org/wiki/Paul-Henri_Spaak,"Paul-Henri Charles Spaak (Schaarbeek, 25 januari 1899 - Eigenbrakel, 31 juli 1972) was een Belgisch socialistisch politicus en regeringsleider."
be,Auguste,Beernaert,Q202049,1829-07-26,1912-10-06,Ostend,1884-10-26,1894-03-26,https://nl.wikipedia.org/wiki/Auguste_Beernaert,"Auguste Marie François (August) Beernaert (Oostende, 26 juli 1829 – Luzern, 6 oktober 1912) was een Belgisch katholiek politicus en mensenrechtenactivist. In 1909 won hij de Nobelprijs voor de Vrede."
be,Théodore,Lefèvre,Q221781,1914-01-17,1973-09-18,Ghent,1961-04-25,1965-07-28,https://nl.wikipedia.org/wiki/Th%C3%A9o_Lef%C3%A8vre,"Théodore Joseph Albéric Marie Lefèvre (Gent, 17 januari 1914 – Sint-Lambrechts-Woluwe, 18 september 1973) was een Belgisch politicus. Hij was premier van België van 1961 tot 1965, aan het hoofd van de regering Lefèvre-Spaak."
be,Paul,None,Q250021,1919-05-22,2001-01-09,Forest,1978-10-20,1979-04-03,https://nl.wikipedia.org/wiki/Paul_Vanden_Boeynants,"Paul Emile François Henri Vanden Boeynants (Vorst, 22 mei 1919 – Aalst, 8 januari 2001), in de media en door hemzelf bijgenaamd 'VDB', was een Belgisch volksvertegenwoordiger, minister en premier. Als ondernemer was hij actief in de vleesindustrie."
be,Étienne,Gerlache,Q289570,1785-12-26,1871-02-10,Château of Biourge,1831-02-27,1831-03-10,https://nl.wikipedia.org/wiki/Etienne_de_Gerlache,"Etienne Constantin baron de Gerlache (Biourge, 25 december 1785 - Elsene, 10 februari 1871) was advocaat, politicus en magistraat in het Verenigd Koninkrijk der Nederlanden en in België."
be,Wilfried,Martens,Q313809,1936-04-19,2013-10-09,Sleidinge,1981-12-17,1992-03-07,https://nl.wikipedia.org/wiki/Wilfried_Martens,"Wilfried Achiel Emma Martens (Sleidinge, 19 april 1936 – Lokeren, 9 oktober 2013) was een Vlaams-Belgische politicus voor de CD&V (vroeger CVP) en was van april 1979 tot maart 1992 (met een korte onderbreking) eerste minister van België."
be,Mark,Eyskens,Q349477,1933-04-29,,Leuven,1981-04-06,1981-12-17,https://nl.wikipedia.org/wiki/Mark_Eyskens,"Marc Maria Frans burggraaf Eyskens  (Leuven, 29 april 1933) is een Belgische emeritus hoogleraar, econoom, politicus en essayist. Van april tot december 1981 was hij premier van België."
be,Pierre,Harmel,Q363942,1911-03-16,2009-11-15,Uccle,1965-07-28,1966-03-19,https://nl.wikipedia.org/wiki/Pierre_Harmel,"Pierre Charles José Marie graaf Harmel (Ukkel, 16 maart 1911 – Brussel, 15 november 2009) was een Belgisch advocaat, hoogleraar en christendemocratisch staatsman."
be,Hubert,Pierlot,Q442578,1883-12-23,1963-12-13,Bertrix,1939-02-22,1945-02-12,https://nl.wikipedia.org/wiki/Hubert_Pierlot,"Hubert Marie Eugène Pierlot (Cugnon, 23 december 1883 – Ukkel, 13 december 1963) was de Belgische eerste minister van 1939 tot 1945."
be,Jean-Baptiste,Nothomb,Q446472,1805-07-03,1881-09-16,Messancy,1841-04-13,1845-07-30,https://nl.wikipedia.org/wiki/Jean-Baptiste_Nothomb,"Jean Baptiste Nothomb (Messancy, 3 juli 1805 – Berlijn, 16 september 1881) was een Belgisch staatsman en diplomaat die een belangrijke rol speelde bij het tot stand komen van de Belgische staat. Zo was hij een van de opstellers van de Belgische grondwet en onderhandelde hij over de verdragen die de Belgische onafhankelijkheid garandeerden."
be,Edmond,None,Q461745,1915-04-18,1997-06-15,Lantremange,1973-01-26,1974-04-25,https://nl.wikipedia.org/wiki/Edmond_Leburton,"Edmond Jules Isidore Leburton (Lantremange, 18 april 1915 – Borgworm, 15 juni 1997) was een Belgisch politicus voor de PSB."
be,Jean,None,Q461753,1900-04-10,1977-10-11,Frasnes-lez-Gosselies,1950-06-08,1950-08-16,https://nl.wikipedia.org/wiki/Jean_Duvieusart,"Jean Pierre Armand Ghislain Marie Duvieusart (Frasnes-lez-Gosselies, 10 april 1900 – Couillet, 11 oktober 1977) was een Belgisch advocaat en katholiek politicus."
be,Joseph,Lebeau,Q468104,1794-01-03,1865-03-19,Huy,1840-04-18,1841-04-13,https://nl.wikipedia.org/wiki/Joseph_Lebeau,"Jean Louis Joseph Lebeau (Hoei, 2 januari 1794 – aldaar, 19 maart 1865) was lid van het Nationaal Congres, Belgisch liberaal volksvertegenwoordiger en eerste minister."
be,Charles,Rogier,Q468109,1800-08-17,1885-05-27,Saint-Quentin,1857-11-09,1868-01-03,https://nl.wikipedia.org/wiki/Charles_Rogier,"Charles Latour Rogier (Nederlands, verouderd: Karel Rogier; Saint-Quentin 17 augustus 1800 – Sint-Joost-ten-Node, 27 mei 1885) was een Belgisch politicus en een van de grondleggers van de Belgische staat."
be,Barthélemy,None,Q472257,1794-02-26,1874-08-24,Kasteel van Schabroek,1871-12-07,1874-08-21,https://nl.wikipedia.org/wiki/Barth%C3%A9lemy_de_Theux_de_Meylandt,"Barthélemy-Théodore graaf de Theux de Meylandt (Sint-Truiden, 26 februari 1794 – Heusden, 21 augustus 1874) was een Belgisch staatsman, eerste minister en lid van het Nationaal Congres."
be,Felix,None,Q472276,1793-04-05,1862-08-05,Pittem,1831-07-24,1832-10-20,https://nl.wikipedia.org/wiki/Felix_de_M%C3%BBelenaere,"Felix Amandus de Mûelenaere (Pittem, 9 april 1793 – aldaar, 5 augustus 1862) was een Belgisch unionistisch politicus."
be,Alexander,De Croo,Q476596,1975-11-03,,Vilvoorde,2020-10-01,,https://nl.wikipedia.org/wiki/Alexander_De_Croo,"Alexander Francis Herman De Croo (Vilvoorde, 3 november 1975) is een Belgisch politicus voor Open Vld. Sedert 1 oktober 2020 is De Croo premier van België van de zogenaamde Vivaldicoalitie. Hij volgde Sophie Wilmès op en is de eerste Vlaamse premier in iets minder dan 10 jaar."
be,Henri,de Brouckère,Q527479,1801-01-25,1891-01-25,Bruges,1852-10-31,1855-03-30,https://nl.wikipedia.org/wiki/Henri_de_Brouck%C3%A8re,"Henri Ghislain Joseph Marie Hyacinthe de Brouckère (Brugge, 25 januari 1801 - Brussel, 25 januari 1891) was een Belgisch liberaal politicus. Hij was onder meer eerste minister, volksvertegenwoordiger en lid van het Belgisch Nationaal Congres."
be,Albert,None,Q533339,1790-05-26,1873-05-05,Tournai,1832-10-20,1834-08-04,https://nl.wikipedia.org/wiki/Albert_Goblet_d%27Alviella,"Albert Joseph Goblet, sinds 1838 graaf Goblet d'Alviella (Doornik, 26 mei 1790 – Brussel, 5 mei 1873) was een Belgisch politicus en officier."
be,Sylvain,Weyer,Q546727,1802-01-19,1874-05-23,Leuven,1845-07-30,1846-03-31,https://nl.wikipedia.org/wiki/Sylvain_Van_de_Weyer,"Jean-Sylvain Van de Weyer  (Leuven, 19 januari 1802 – Londen, 23 mei 1874), beter bekend als Sylvain Van de Weyer, was een van de grondleggers van de Belgische Staat, en later ook eerste minister."
be,Jules,Burlet,Q569138,1844-04-10,1897-03-01,Ixelles - Elsene,1894-03-26,1896-02-25,https://nl.wikipedia.org/wiki/Jules_de_Burlet,"Jules Philippe Marie de Burlet (Elsene, 10 april 1844 - Nijvel, 1 maart 1897) was een Belgisch katholiek politicus."
be,Paul-Émile,None,Q665955,1872-05-30,1944-03-03,Brussels metropolitan area,1937-11-24,1938-05-15,https://nl.wikipedia.org/wiki/Paul-Emile_Janson,"Paul-Emile Janson (Brussel, 30 mei 1872 - concentratiekamp Buchenwald, 3 maart 1944) was de Belgische eerste minister van november 1937 tot mei 1938."
be,Jules,Malou,Q678535,1810-10-19,1886-07-11,Ypres,1884-06-16,1884-10-26,https://nl.wikipedia.org/wiki/Jules_Malou,"Jules Edouard François-Xavier Malou (Ieper, 19 oktober 1810 - Sint-Lambrechts-Woluwe, 11 juli 1886) was een Belgisch politicus. Hij was onder meer leider van de Katholieke Partij, volksvertegenwoordiger, senator en eerste minister."
be,Charles,Broqueville,Q705103,1860-12-04,1940-09-05,Postel,1932-10-22,1934-11-20,https://nl.wikipedia.org/wiki/Charles_de_Broqueville,"Charles Marie Pierre Albert graaf de Broqueville (Postel (Mol), 4 december 1860 - Brussel, 5 september 1940) was de Belgische kabinetsleider tijdens de Eerste Wereldoorlog (van 17 juni 1911 tot 1 juni 1918) en eerste minister van 22 oktober 1932 tot 20 november 1934. Hij was lid van de Katholieke Partij."
be,Joseph,Pholien,Q705111,1884-12-28,1968-01-04,Liège,1950-08-16,1952-01-15,https://nl.wikipedia.org/wiki/Joseph_Pholien,"Joseph Clovis Louis Marie Emmanuel Pholien (Luik, 28 december 1884 – Brussel, 4 januari 1968) was een Belgisch politicus van de PSC."
be,Jean,Van Houtte,Q705128,1907-03-17,1991-05-23,Ghent,1952-01-15,1954-04-23,https://nl.wikipedia.org/wiki/Jean_Van_Houtte,"Jean Maria Josephus baron Van Houtte (Gent, 17 maart 1907 – Brussel, 23 mei 1991) was een Belgisch advocaat, hoogleraar en politicus van de CVP."
be,Walthère,Frère,Q705791,1812-04-22,1896-01-02,Liège,1878-06-19,1884-06-16,https://nl.wikipedia.org/wiki/Walth%C3%A8re_Fr%C3%A8re-Orban,"Hubert Joseph Walthère Frère-Orban (Luik, 24 april 1812 – Brussel, 2 januari 1896) was een Belgisch liberaal politicus die zijn stempel heeft gedrukt op de eerste halve eeuw onafhankelijkheid van België."
be,Gérard,Cooreman,Q719483,1852-03-25,1926-12-02,Ghent,1918-06-01,1918-11-21,https://nl.wikipedia.org/wiki/Gerard_Cooreman,"Gérard François Marie (Gerard) Cooreman (Gent, 25 maart 1852 – Brussel, 2 december 1926) was een Belgisch advocaat en politicus voor de katholieke Partij."
be,Jules,Vandenpeereboom,Q721772,1843-03-18,1917-03-06,Kortrijk,1899-01-24,1899-08-05,https://nl.wikipedia.org/wiki/Jules_Vandenpeereboom,"Jules Pierre Henri François Xavier Vandenpeereboom (Kortrijk, 18 maart 1843 - Anderlecht, 6 maart 1917) was een Belgisch katholiek politicus."
be,Paul,None,Q721781,1843-05-13,1913-09-09,Ghent,1899-08-05,1907-05-02,https://nl.wikipedia.org/wiki/Paul_de_Smet_de_Naeyer,"Paul Joseph graaf de Smet de Naeyer (Gent, 13 mei 1843 – Brussel, 9 september 1913) was een Belgisch katholiek politicus."
be,Jules,Trooz,Q721798,1857-02-21,1907-12-31,Leuven,1907-05-02,1907-12-31,https://nl.wikipedia.org/wiki/Jules_de_Trooz,"Baron Jules Henri Ghislain Marie de Trooz (Leuven, 21 februari 1857 - Brussel, 31 december 1907) was een Belgisch katholiek politicus."
be,Jules,d'Anethan,Q725589,1803-04-23,1888-10-08,Brussels metropolitan area,1870-07-02,1871-12-07,https://nl.wikipedia.org/wiki/Jules_Joseph_d%27Anethan,"Jules Joseph d'Anethan (Brussel, 23 april 1803 - Schaarbeek, 8 oktober 1888) was een Belgisch politicus. Hij was premier van 2 juli 1870 tot 7 december 1871."
be,Charles,Michel,Q950958,1975-12-21,,Namur,2014-10-11,2019-10-27,https://nl.wikipedia.org/wiki/Charles_Michel,"Charles Yves Jean Ghislaine Michel (Namen, 21 december 1975) is een Belgisch politicus voor de partij Mouvement Réformateur (MR). Van 11 oktober 2014 tot 27 oktober 2019 was hij premier van België in de regeringen Michel I en Michel II. Op 2 juli 2019 werd hij verkozen als voorzitter van de Europese Raad, in opvolging van Donald Tusk, een functie die hij sinds 1 december 2019 uitoefent."
be,Sophie,Wilmès,Q18434995,1975-01-15,,Ixelles - Elsene,2019-10-27,2020-10-01,https://nl.wikipedia.org/wiki/Sophie_Wilm%C3%A8s,"Sophie Wilmès (Elsene, 15 januari 1975) is een Belgisch politica van de MR. Van 27 oktober 2019 tot 1 oktober 2020 was ze de eerste vrouwelijke premier van België. Sinds 1 oktober 2020 was ze vicepremier en minister van Buitenlandse Zaken en Buitenlandse Handel. Om familiale redenen legde ze op 21 april 2022 haar bevoegdheden als minister tijdelijk neer. Op 15 juli 2022 legde ze haar functie definitief neer."
ma,Mohammed,None,Q57553,1963-08-21,,Rabat,1999-07-23,,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3_%D8%A8%D9%86_%D8%A7%D9%84%D8%AD%D8%B3%D9%86,مُحمد السادس بن الحسن الثاني العلوي (21 أغسطس 1963م -)، هو ملك المملكة المغربية منذ عام 1999 والملك الثالث والعشرون للمغرب من سلالة العلويين الفيلاليين، تولى الحكم خلفًا لوالده الملك الحسن الثاني بعد وفاته، وتمَّت البيعة له ملكًا يوم الجمعة 9 ربيع الثاني سنة 1420 هـ الموافق 23 يوليو 1999 بالقصر الملكي بالرباط.
